available cuda: 2
Loaded pretrained weights for efficientnet-b1
training started: Jun10_18-01-01
epoch:00, train:0.963, valid:0.512, threshold: [0.68541292 1.52558011 2.31235609 2.85771168 3.74556035], score:0.727, best:0.727, date:Jun10_18-09-31
epoch:01, train:0.672, valid:0.569, threshold: [1.02134965 1.34347696 1.59756831 1.82366586 2.46785008], score:0.769, best:0.769, date:Jun10_18-17-51
epoch:02, train:0.643, valid:0.512, threshold: [0.81245863 1.24098164 1.61292458 2.23463298 5.84996716], score:0.787, best:0.787, date:Jun10_18-26-07
epoch:03, train:0.624, valid:0.490, threshold: [0.7134847  1.5962145  2.08468734 2.64927646 3.4762121 ], score:0.736, best:0.787, date:Jun10_18-34-27
epoch:04, train:0.607, valid:0.522, threshold: [0.65931066 1.25532555 1.45262771 2.13429901 5.59027025], score:0.767, best:0.787, date:Jun10_18-42-43
epoch:05, train:0.589, valid:0.396, threshold: [0.56704381 1.63661499 2.45980474 3.14337974 3.86610895], score:0.807, best:0.807, date:Jun10_18-51-01
epoch:06, train:0.561, valid:0.483, threshold: [0.54438995 1.78651309 2.16682732 2.48682342 4.8521478 ], score:0.757, best:0.807, date:Jun10_18-59-20
epoch:07, train:0.577, valid:0.535, threshold: [0.50026931 1.74417104 1.95290002 2.40342696 4.97151516], score:0.758, best:0.807, date:Jun10_19-07-35
epoch:08, train:0.554, valid:0.420, threshold: [0.53948209 1.56308739 2.49080608 3.17705545 4.41474715], score:0.816, best:0.816, date:Jun10_19-15-55
epoch:09, train:0.560, valid:0.419, threshold: [0.83027189 1.64161666 2.14339569 2.69553265 3.53278443], score:0.810, best:0.816, date:Jun10_19-24-12
epoch:10, train:0.525, valid:0.355, threshold: [0.67989785 1.66820291 2.20293744 2.67984076 3.41334694], score:0.836, best:0.836, date:Jun10_19-32-29
epoch:11, train:0.515, valid:0.391, threshold: [0.77124369 1.43457584 1.70216979 2.25727833 3.86150496], score:0.833, best:0.836, date:Jun10_19-40-46
epoch:12, train:0.525, valid:0.390, threshold: [0.66356778 1.49861686 1.83796226 2.51597304 4.96951421], score:0.832, best:0.836, date:Jun10_19-49-03
epoch:13, train:0.513, valid:0.318, threshold: [0.59652867 1.77497794 2.17681751 2.81255294 3.81878511], score:0.838, best:0.838, date:Jun10_19-57-22
epoch:14, train:0.486, valid:0.381, threshold: [0.74557181 1.73303217 1.9768253  2.46618199 2.89769644], score:0.834, best:0.838, date:Jun10_20-05-38
epoch:15, train:0.491, valid:0.343, threshold: [0.68994774 1.61584132 2.26948789 2.63949967 3.29472176], score:0.845, best:0.845, date:Jun10_20-13-54
epoch:16, train:0.482, valid:0.366, threshold: [0.6477035  1.70978682 2.08894302 2.35864952 4.85286991], score:0.829, best:0.845, date:Jun10_20-22-09
epoch:17, train:0.486, valid:0.339, threshold: [0.59954109 1.62542606 2.10241003 2.53991495 4.96826023], score:0.842, best:0.845, date:Jun10_20-30-26
epoch:18, train:0.485, valid:0.313, threshold: [0.50888969 1.50361919 2.40149014 3.26324787 4.60411987], score:0.854, best:0.854, date:Jun10_20-38-40
epoch:19, train:0.477, valid:0.303, threshold: [0.65679603 1.46951627 2.07017295 3.07723042 3.69152857], score:0.854, best:0.854, date:Jun10_20-46-56
epoch:20, train:0.459, valid:0.345, threshold: [0.69992906 1.70018139 1.98979899 2.65875664 3.3111867 ], score:0.854, best:0.854, date:Jun10_20-55-14
epoch:21, train:0.455, valid:0.339, threshold: [0.79633711 1.86424714 2.26906785 2.77978751 3.44218097], score:0.853, best:0.854, date:Jun10_21-03-30
epoch:22, train:0.469, valid:0.328, threshold: [0.73713572 1.51422481 2.07029047 2.67322643 3.49096724], score:0.865, best:0.865, date:Jun10_21-11-47
epoch:23, train:0.456, valid:0.324, threshold: [0.52107457 1.66618171 2.27258547 2.62749913 4.81554166], score:0.847, best:0.865, date:Jun10_21-20-01
epoch:24, train:0.458, valid:0.305, threshold: [0.65711487 1.74139491 2.01031381 2.78421831 3.92528296], score:0.858, best:0.865, date:Jun10_21-28-19
epoch:25, train:0.468, valid:0.319, threshold: [0.72572476 1.53938632 2.24792286 2.95219223 3.75668055], score:0.858, best:0.865, date:Jun10_21-36-36
epoch:26, train:0.451, valid:0.332, threshold: [0.57481095 1.4254804  1.91941823 2.68176709 5.24757679], score:0.845, best:0.865, date:Jun10_21-44-57
epoch:27, train:0.447, valid:0.303, threshold: [0.63910827 1.63845987 2.21044406 2.70823439 3.92522865], score:0.865, best:0.865, date:Jun10_21-53-16
