available cuda: 2
Loaded pretrained weights for efficientnet-b0
training started: Jun10_10-45-41
epoch:00, train:0.943, valid:0.544, threshold: [0.68764038 1.17756437 1.96950704 2.38072774 4.36407695], score:0.741, best:0.741, date:Jun10_10-51-41
epoch:01, train:0.647, valid:0.439, threshold: [0.60767261 1.52728457 1.88094321 2.46325296 3.92873677], score:0.781, best:0.781, date:Jun10_10-57-29
epoch:02, train:0.600, valid:0.523, threshold: [0.78091879 1.18138901 1.64406695 2.01873921 3.26937627], score:0.771, best:0.781, date:Jun10_11-03-19
epoch:03, train:0.556, valid:0.474, threshold: [0.63830976 1.40407223 1.77894482 2.07451493 5.401932  ], score:0.777, best:0.781, date:Jun10_11-09-06
epoch:04, train:0.559, valid:0.436, threshold: [0.60635873 1.56213353 1.85991104 2.44906912 3.97975805], score:0.785, best:0.785, date:Jun10_11-14-56
epoch:05, train:0.535, valid:0.434, threshold: [0.62773533 1.19685504 1.48026597 2.66595684 4.72329199], score:0.773, best:0.785, date:Jun10_11-20-46
epoch:06, train:0.531, valid:0.494, threshold: [0.69355373 1.48674287 1.72338469 2.14579529 5.0039614 ], score:0.775, best:0.785, date:Jun10_11-26-36
epoch:07, train:0.532, valid:0.435, threshold: [0.69007482 1.22953184 1.62746048 2.08599136 6.0510708 ], score:0.805, best:0.805, date:Jun10_11-32-24
epoch:08, train:0.522, valid:0.455, threshold: [0.77874901 1.14963049 1.58845447 2.202456   3.03071855], score:0.815, best:0.815, date:Jun10_11-38-13
epoch:09, train:0.507, valid:0.353, threshold: [0.6051604  1.81525259 2.12422968 2.72887394 3.76571127], score:0.829, best:0.829, date:Jun10_11-44-03
epoch:10, train:0.476, valid:0.359, threshold: [0.75618895 1.48202482 1.99729608 2.33795525 3.43181338], score:0.846, best:0.846, date:Jun10_11-49-52
epoch:11, train:0.480, valid:0.293, threshold: [0.58821045 1.62237974 2.53077581 2.91188056 3.77372495], score:0.854, best:0.854, date:Jun10_11-55-44
epoch:12, train:0.468, valid:0.383, threshold: [0.65201945 1.71585633 2.04340067 2.44801093 4.24013457], score:0.820, best:0.854, date:Jun10_12-01-32
